subid,gender,age,age_bin,condition,trial,itemNum,trialType,samePos,chosen,chosen_idx,kept,kept_idx,rt,faceVid,faceIdx,trial_cat,correct,include,version_expt,condition_expt,trial_type_redo,chosen_exposure,kept_exposure,correct_exposure,faceVid_expo,faceVid_expo_idx
62,m,2.9,2,No-social,14,5,2,0,Novel16,0,Novel16,1,5194,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel27,Novel16,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,14,5,2,0,Novel16,0,Novel16,1,5194,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel27,Novel16,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,14,5,2,0,Novel16,0,Novel16,1,5194,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel27,Novel16,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,14,5,2,0,Novel16,0,Novel16,1,5194,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel27,Novel16,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,14,5,2,0,Novel16,0,Novel16,1,5194,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel27,Novel16,FALSE,straightaheadlonger,1
62,m,2.9,2,No-social,14,5,2,0,Novel16,0,Novel16,1,5194,straightaheadlonger,-1,test,TRUE,0,v2,no-social,Switch,Novel27,Novel16,FALSE,straightaheadlonger,1
63,f,3.59,3,No-social,4,0,1,1,Novel17,0,Novel22,1,4376,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Same,Novel22,Novel22,TRUE,straightaheadlonger,1
63,f,3.59,3,No-social,6,1,1,0,Novel19,1,Novel9,1,3646,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Same,Novel9,Novel9,TRUE,straightaheadlonger,1
63,f,3.59,3,No-social,8,2,2,1,Novel13,1,Novel13,1,6427,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel12,Novel13,FALSE,straightaheadlonger,1
63,f,3.59,3,No-social,10,3,2,0,Novel4,1,Novel14,1,7138,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel18,Novel14,FALSE,straightaheadlonger,1
63,f,3.59,3,No-social,12,4,1,1,Novel1,0,Novel1,0,7864,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel1,Novel1,FALSE,straightaheadlonger,1
63,f,3.59,3,No-social,14,5,2,0,Novel5,1,Novel5,0,4338,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel6,Novel5,TRUE,straightaheadlonger,1
64,m,3.65,3,Social,4,0,1,0,Novel26,0,Novel26,1,9588,RDkidslonger,1,test,TRUE,0,v2,social,Same,Novel26,Novel26,TRUE,RDkidslonger,1
64,m,3.65,3,Social,6,1,1,1,Novel20,0,Novel23,1,16359,RDkidslonger,1,test,FALSE,0,v2,social,Same,Novel23,Novel23,TRUE,RDkidslonger,1
64,m,3.65,3,Social,8,2,2,1,Novel14,1,Novel13,0,8222,LDkidslonger,0,test,FALSE,0,v2,social,Switch,Novel15,Novel13,FALSE,LDkidslonger,0
64,m,3.65,3,Social,10,3,2,0,Novel24,1,Novel24,0,17604,RDkidslonger,1,test,TRUE,0,v2,social,Switch,Novel5,Novel24,TRUE,RDkidslonger,1
64,m,3.65,3,Social,12,4,1,0,Novel9,0,Novel12,0,8111,RDkidslonger,1,test,FALSE,0,v2,social,Same,Novel12,Novel12,FALSE,RDkidslonger,1
64,m,3.65,3,Social,14,5,2,1,Novel10,0,Novel16,1,4913,RDkidslonger,1,test,FALSE,0,v2,social,Switch,Novel27,Novel16,FALSE,RDkidslonger,1
65,f,4.67,4,Social,4,0,1,0,Novel7,0,Novel7,1,1772,LDkidslonger,0,test,TRUE,1,v2,social,Same,Novel7,Novel7,FALSE,LDkidslonger,0
65,f,4.67,4,Social,6,1,1,1,Novel6,0,Novel6,0,1642,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel6,Novel6,FALSE,RDkidslonger,1
65,f,4.67,4,Social,8,2,2,0,Novel16,0,Novel16,1,1794,LDkidslonger,0,test,TRUE,1,v2,social,Switch,Novel27,Novel16,TRUE,LDkidslonger,0
65,f,4.67,4,Social,10,3,2,1,Novel8,1,Novel10,0,1358,RDkidslonger,1,test,FALSE,1,v2,social,Switch,Novel2,Novel10,TRUE,RDkidslonger,1
65,f,4.67,4,Social,12,4,1,0,Novel26,0,Novel26,1,4411,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel26,Novel26,TRUE,RDkidslonger,1
65,f,4.67,4,Social,14,5,2,1,Novel18,1,Novel3,0,3533,RDkidslonger,1,test,FALSE,1,v2,social,Switch,Novel13,Novel3,TRUE,RDkidslonger,1
66,f,4.34,4,No-social,4,0,1,0,Novel23,1,Novel23,0,2139,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel23,Novel23,FALSE,straightaheadlonger,1
66,f,4.34,4,No-social,6,1,1,1,Novel11,1,Novel11,1,1513,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel11,Novel11,TRUE,straightaheadlonger,1
66,f,4.34,4,No-social,8,2,2,0,Novel2,1,Novel2,0,4836,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel24,Novel2,TRUE,straightaheadlonger,1
66,f,4.34,4,No-social,10,3,2,1,Novel20,0,Novel25,1,9325,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel18,Novel25,FALSE,straightaheadlonger,1
66,f,4.34,4,No-social,12,4,1,0,Novel15,0,Novel15,1,5389,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel15,Novel15,TRUE,straightaheadlonger,1
66,f,4.34,4,No-social,14,5,2,1,Novel27,1,Novel27,1,4823,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel17,Novel27,FALSE,straightaheadlonger,1
67,f,4.01,4,Social,4,0,1,0,Novel15,1,Novel15,0,5895,LDkidslonger,0,test,TRUE,1,v2,social,Same,Novel15,Novel15,TRUE,LDkidslonger,0
67,f,4.01,4,Social,6,1,1,1,Novel18,0,Novel18,0,1504,LDkidslonger,0,test,TRUE,1,v2,social,Same,Novel18,Novel18,TRUE,LDkidslonger,0
67,f,4.01,4,Social,8,2,2,1,Novel26,0,Novel23,1,5252,LDkidslonger,0,test,FALSE,1,v2,social,Switch,Novel16,Novel23,TRUE,LDkidslonger,0
67,f,4.01,4,Social,10,3,2,0,Novel22,1,Novel22,0,4089,RDkidslonger,1,test,TRUE,1,v2,social,Switch,Novel7,Novel22,TRUE,RDkidslonger,1
67,f,4.01,4,Social,12,4,1,0,Novel8,0,Novel8,1,2585,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel8,Novel8,TRUE,RDkidslonger,1
67,f,4.01,4,Social,14,5,2,1,Novel20,1,Novel20,1,3524,LDkidslonger,0,test,TRUE,1,v2,social,Switch,Novel13,Novel20,TRUE,LDkidslonger,0
68,f,4.08,4,No-social,4,0,1,0,Novel7,1,Novel7,0,1669,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel7,Novel7,FALSE,straightaheadlonger,1
68,f,4.08,4,No-social,6,1,1,1,Novel25,0,Novel25,0,2149,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel25,Novel25,FALSE,straightaheadlonger,1
68,f,4.08,4,No-social,8,2,2,0,Novel12,0,Novel12,1,2852,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel8,Novel12,FALSE,straightaheadlonger,1
68,f,4.08,4,No-social,10,3,2,1,Novel13,1,Novel3,0,2013,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel1,Novel3,TRUE,straightaheadlonger,1
68,f,4.08,4,No-social,12,4,1,0,Novel15,0,Novel15,1,1418,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel15,Novel15,TRUE,straightaheadlonger,1
68,f,4.08,4,No-social,14,5,2,1,Novel24,0,Novel6,1,1252,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel4,Novel6,FALSE,straightaheadlonger,1
69,m,2.61,2,Social,4,0,1,1,Novel13,1,Novel13,1,6753,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel13,Novel13,TRUE,RDkidslonger,1
69,m,2.61,2,Social,6,1,1,0,Novel3,0,Novel3,1,3107,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel3,Novel3,TRUE,RDkidslonger,1
69,m,2.61,2,Social,8,2,2,1,Novel24,0,Novel15,1,12169,LDkidslonger,0,test,FALSE,1,v2,social,Switch,Novel25,Novel15,TRUE,LDkidslonger,0
69,m,2.61,2,Social,10,3,2,0,Novel14,0,Novel14,1,4331,LDkidslonger,0,test,TRUE,1,v2,social,Switch,Novel21,Novel14,TRUE,LDkidslonger,0
69,m,2.61,2,Social,12,4,1,1,Novel8,1,Novel8,1,3018,RDkidslonger,1,test,TRUE,1,v2,social,Same,Novel8,Novel8,TRUE,RDkidslonger,1
69,m,2.61,2,Social,14,5,2,0,Novel4,1,Novel4,0,6500,RDkidslonger,1,test,TRUE,1,v2,social,Switch,Novel20,Novel4,TRUE,RDkidslonger,1
70,f,4.53,4,No-social,4,0,1,0,Novel2,0,Novel2,1,2126,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel2,Novel2,TRUE,straightaheadlonger,1
70,f,4.53,4,No-social,6,1,1,1,Novel14,1,Novel8,0,2263,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Same,Novel8,Novel8,FALSE,straightaheadlonger,1
70,f,4.53,4,No-social,8,2,2,0,Novel21,1,Novel21,0,2025,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel12,Novel21,TRUE,straightaheadlonger,1
70,f,4.53,4,No-social,10,3,2,1,Novel10,0,Novel10,0,1816,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Switch,Novel4,Novel10,TRUE,straightaheadlonger,1
70,f,4.53,4,No-social,12,4,1,0,Novel22,1,Novel22,0,1980,straightaheadlonger,-1,test,TRUE,1,v2,no-social,Same,Novel22,Novel22,FALSE,straightaheadlonger,1
70,f,4.53,4,No-social,14,5,2,1,Novel11,1,Novel18,0,1644,straightaheadlonger,-1,test,FALSE,1,v2,no-social,Switch,Novel15,Novel18,TRUE,straightaheadlonger,1
