"subid","itemNum","X.1","X","submit.date","submit.time","trial.num","trialType","samePos","chosen","chosenIdx","kept","keptIdx","rt.x","numPic","interval","day.and.time","correct","include","first.trial","numPicN","intervalNum","condition","testTrial","dataset","face","faceIdx","exposureTrial","exampleTrial","choseSocial","rt.y"
"AGAB32VM22YKW",2,22299,2851,"Apr 06 2014","20:15:08",11,"Switch",1,"Novel130",1,"Novel34",2,4476,4,1,"(Apr 06 2014 20:15:08)",FALSE,TRUE,FALSE,4,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,4058
"AGAB32VM22YKW",3,22300,2852,"Apr 06 2014","20:15:08",12,"Same",1,"Novel105",3,"Novel105",3,2418,4,1,"(Apr 06 2014 20:15:08)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,3795
"AGAB32VM22YKW",4,22303,2855,"Apr 06 2014","20:15:08",15,"Switch",1,"Novel80",3,"Novel15",1,5803,4,1,"(Apr 06 2014 20:15:08)",FALSE,TRUE,FALSE,4,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,3298
"AGAB32VM22YKW",5,22304,2856,"Apr 06 2014","20:15:08",16,"Same",0,"Novel125",1,"Novel138",2,3309,4,1,"(Apr 06 2014 20:15:08)",FALSE,TRUE,FALSE,4,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,4545
"AGAB32VM22YKW",6,22307,2859,"Apr 06 2014","20:15:08",19,"Switch",0,"Novel96",0,"Novel12",2,2592,4,1,"(Apr 06 2014 20:15:08)",FALSE,TRUE,FALSE,4,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2436
"AGAB32VM22YKW",7,22308,2860,"Apr 06 2014","20:15:08",20,"Same",0,"Novel13",0,"Novel13",2,4398,4,1,"(Apr 06 2014 20:15:08)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2755
"AGBJL120AXMIR",0,18857,4109,"Mar 28 2014","17:46:04",9,"Same",1,"Novel37",0,"Novel106",1,5253,4,3,"(Mar 28 2014 17:46:04)",FALSE,TRUE,TRUE,4,3,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,5737
"AGBJL120AXMIR",1,18858,4110,"Mar 28 2014","17:46:04",10,"Switch",1,"Novel131",3,"Novel76",1,2357,4,3,"(Mar 28 2014 17:46:04)",FALSE,TRUE,FALSE,4,3,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,4707
"AGBJL120AXMIR",2,18859,4111,"Mar 28 2014","17:46:04",11,"Same",0,"Novel47",0,"Novel47",1,3662,4,3,"(Mar 28 2014 17:46:04)",TRUE,TRUE,FALSE,4,3,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,3764
"AGBJL120AXMIR",3,18860,4112,"Mar 28 2014","17:46:04",12,"Switch",0,"Novel83",2,"Novel10",1,2031,4,3,"(Mar 28 2014 17:46:04)",FALSE,TRUE,FALSE,4,3,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,2295
"AGBJL120AXMIR",4,18865,4117,"Mar 28 2014","17:46:04",17,"Same",0,"Novel89",3,"Novel32",3,950,4,3,"(Mar 28 2014 17:46:04)",FALSE,TRUE,FALSE,4,3,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1845
"AGBJL120AXMIR",5,18866,4118,"Mar 28 2014","17:46:04",18,"Switch",0,"Novel97",1,"Novel79",1,1217,4,3,"(Mar 28 2014 17:46:04)",FALSE,TRUE,FALSE,4,3,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1420
"AGBJL120AXMIR",6,18867,4119,"Mar 28 2014","17:46:04",19,"Same",1,"Novel30",0,"Novel58",1,884,4,3,"(Mar 28 2014 17:46:04)",FALSE,TRUE,FALSE,4,3,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1334
"AGBJL120AXMIR",7,18868,4120,"Mar 28 2014","17:46:04",20,"Switch",1,"Novel104",2,"Novel51",1,2776,4,3,"(Mar 28 2014 17:46:04)",FALSE,TRUE,FALSE,4,3,"No-Social",1,"km","eyescenter",-1,0,0,FALSE,1263
"AGE23CKT8BUVS",0,18874,4126,"Mar 28 2014","10:17:44",6,"Switch",1,"Novel86",2,"Novel86",2,8142,4,4,"(Mar 28 2014 10:17:44)",TRUE,TRUE,TRUE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,4441
"AGE23CKT8BUVS",1,18876,4128,"Mar 28 2014","10:17:44",8,"Same",1,"Novel111",0,"Novel111",0,821,4,4,"(Mar 28 2014 10:17:44)",TRUE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,3941
"AGE23CKT8BUVS",2,18878,4130,"Mar 28 2014","10:17:44",10,"Switch",0,"Novel94",0,"Novel74",0,4699,4,4,"(Mar 28 2014 10:17:44)",FALSE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,3680
"AGE23CKT8BUVS",3,18880,4132,"Mar 28 2014","10:17:44",12,"Same",1,"Novel49",0,"Novel49",0,822,4,4,"(Mar 28 2014 10:17:44)",TRUE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,2975
"AGE23CKT8BUVS",4,18882,4134,"Mar 28 2014","10:17:44",14,"Switch",1,"Novel127",3,"Novel119",1,3542,4,4,"(Mar 28 2014 10:17:44)",FALSE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,1110
"AGE23CKT8BUVS",5,18884,4136,"Mar 28 2014","10:17:44",16,"Same",0,"Novel7",1,"Novel7",0,650,4,4,"(Mar 28 2014 10:17:44)",TRUE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,1508
"AGE23CKT8BUVS",6,18886,4138,"Mar 28 2014","10:17:44",18,"Switch",0,"Novel109",3,"Novel140",1,2685,4,4,"(Mar 28 2014 10:17:44)",FALSE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,2886
"AGE23CKT8BUVS",7,18888,4140,"Mar 28 2014","10:17:44",20,"Same",0,"Novel138",2,"Novel138",3,605,4,4,"(Mar 28 2014 10:17:44)",TRUE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,1093
"AGESLBT32BH16",0,6153,8681,"Apr 04 2013","15:13:42",7,"Same",1,"Novel115",0,"Novel115",0,1410,4,1,"(Apr 04 2013 15:13:42)",TRUE,TRUE,TRUE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGESLBT32BH16",1,6154,8682,"Apr 04 2013","15:13:42",8,"Switch",1,"Novel119",2,"Novel119",2,3188,4,1,"(Apr 04 2013 15:13:42)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGESLBT32BH16",2,6155,8683,"Apr 04 2013","15:13:42",11,"Same",0,"Novel11",1,"Novel11",0,996,4,1,"(Apr 04 2013 15:13:42)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGESLBT32BH16",3,6156,8684,"Apr 04 2013","15:13:42",12,"Switch",0,"Novel133",2,"Novel99",2,2021,4,1,"(Apr 04 2013 15:13:42)",FALSE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGESLBT32BH16",4,6157,8685,"Apr 04 2013","15:13:42",15,"Same",1,"Novel64",1,"Novel64",1,1114,4,1,"(Apr 04 2013 15:13:42)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGESLBT32BH16",5,6158,8686,"Apr 04 2013","15:13:42",16,"Switch",0,"Novel110",2,"Novel110",1,1266,4,1,"(Apr 04 2013 15:13:42)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGESLBT32BH16",6,6159,8687,"Apr 04 2013","15:13:42",19,"Same",0,"Novel59",0,"Novel59",2,885,4,1,"(Apr 04 2013 15:13:42)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGESLBT32BH16",7,6160,8688,"Apr 04 2013","15:13:42",20,"Switch",1,"Novel72",2,"Novel72",2,1203,4,1,"(Apr 04 2013 15:13:42)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGHKCFCRNINC3",0,6161,8689,"Aug 12 2013","00:13:25",13,"Same",0,"Novel27",5,"Novel27",6,2183,8,7,"(Aug 12 2013 00:13:25)",TRUE,TRUE,TRUE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGHKCFCRNINC3",1,6162,8690,"Aug 12 2013","00:13:25",14,"Switch",1,"Novel131",0,"Novel47",5,3679,8,7,"(Aug 12 2013 00:13:25)",FALSE,TRUE,FALSE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGHKCFCRNINC3",2,6163,8691,"Aug 12 2013","00:13:25",15,"Same",0,"Novel10",0,"Novel10",2,2492,8,7,"(Aug 12 2013 00:13:25)",TRUE,TRUE,FALSE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGHKCFCRNINC3",3,6164,8692,"Aug 12 2013","00:13:25",16,"Switch",0,"Novel63",6,"Novel8",7,4884,8,7,"(Aug 12 2013 00:13:25)",FALSE,TRUE,FALSE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGHKCFCRNINC3",4,6165,8693,"Aug 12 2013","00:13:25",17,"Same",1,"Novel121",1,"Novel76",2,4396,8,7,"(Aug 12 2013 00:13:25)",FALSE,TRUE,FALSE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGHKCFCRNINC3",5,6166,8694,"Aug 12 2013","00:13:25",18,"Switch",0,"Novel16",3,"Novel107",1,3270,8,7,"(Aug 12 2013 00:13:25)",FALSE,TRUE,FALSE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGHKCFCRNINC3",6,6167,8695,"Aug 12 2013","00:13:25",19,"Same",1,"Novel19",4,"Novel19",4,2622,8,7,"(Aug 12 2013 00:13:25)",TRUE,TRUE,FALSE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGHKCFCRNINC3",7,6168,8696,"Aug 12 2013","00:13:25",20,"Switch",1,"Novel81",1,"Novel25",6,3113,8,7,"(Aug 12 2013 00:13:25)",FALSE,TRUE,FALSE,8,7,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGITCXLUU166F",0,6169,8697,"Apr 02 2013","16:33:18",6,"Same",1,"Novel27",3,"Novel27",3,5263,8,0,"(Apr 02 2013 16:33:18)",TRUE,TRUE,TRUE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGITCXLUU166F",1,6170,8698,"Apr 02 2013","16:33:18",8,"Switch",1,"Novel3",1,"Novel24",4,8285,8,0,"(Apr 02 2013 16:33:18)",FALSE,TRUE,FALSE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGITCXLUU166F",2,6171,8699,"Apr 02 2013","16:33:18",10,"Same",1,"Novel12",4,"Novel12",4,926,8,0,"(Apr 02 2013 16:33:18)",TRUE,TRUE,FALSE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGITCXLUU166F",3,6172,8700,"Apr 02 2013","16:33:18",12,"Switch",1,"Novel74",2,"Novel16",6,3002,8,0,"(Apr 02 2013 16:33:18)",FALSE,TRUE,FALSE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGITCXLUU166F",4,6173,8701,"Apr 02 2013","16:33:18",14,"Same",0,"Novel59",2,"Novel59",5,2054,8,0,"(Apr 02 2013 16:33:18)",TRUE,TRUE,FALSE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGITCXLUU166F",5,6174,8702,"Apr 02 2013","16:33:18",16,"Switch",0,"Novel77",6,"Novel77",5,6713,8,0,"(Apr 02 2013 16:33:18)",TRUE,TRUE,FALSE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGITCXLUU166F",6,6175,8703,"Apr 02 2013","16:33:18",18,"Same",0,"Novel118",2,"Novel118",3,770,8,0,"(Apr 02 2013 16:33:18)",TRUE,TRUE,FALSE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGITCXLUU166F",7,6176,8704,"Apr 02 2013","16:33:18",20,"Switch",0,"Novel23",5,"Novel4",2,6597,8,0,"(Apr 02 2013 16:33:18)",FALSE,TRUE,FALSE,8,0,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGLHTGLWKCFC",0,6177,8705,"Aug 11 2013","17:59:00",7,"Switch",1,"Novel52",1,"Novel111",2,3203,4,1,"(Aug 11 2013 17:59:00)",FALSE,TRUE,TRUE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGLHTGLWKCFC",1,6178,8706,"Aug 11 2013","17:59:00",8,"Same",0,"Novel119",3,"Novel119",2,2871,4,1,"(Aug 11 2013 17:59:00)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGLHTGLWKCFC",2,6179,8707,"Aug 11 2013","17:59:00",11,"Switch",0,"Novel37",2,"Novel16",2,4079,4,1,"(Aug 11 2013 17:59:00)",FALSE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGLHTGLWKCFC",3,6180,8708,"Aug 11 2013","17:59:00",12,"Same",1,"Novel83",2,"Novel83",2,2223,4,1,"(Aug 11 2013 17:59:00)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGLHTGLWKCFC",4,6181,8709,"Aug 11 2013","17:59:00",15,"Switch",0,"Novel19",0,"Novel38",0,3949,4,1,"(Aug 11 2013 17:59:00)",FALSE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGLHTGLWKCFC",5,6182,8710,"Aug 11 2013","17:59:00",16,"Same",1,"Novel28",2,"Novel28",2,3410,4,1,"(Aug 11 2013 17:59:00)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGLHTGLWKCFC",6,6183,8711,"Aug 11 2013","17:59:00",19,"Switch",1,"Novel3",3,"Novel45",1,1708,4,1,"(Aug 11 2013 17:59:00)",FALSE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGLHTGLWKCFC",7,6184,8712,"Aug 11 2013","17:59:00",20,"Same",0,"Novel102",2,"Novel102",1,1908,4,1,"(Aug 11 2013 17:59:00)",TRUE,TRUE,FALSE,4,1,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGMJL8K9OMU64",2,13559,6631,"May 02 2014","15:53:12",11,"Same",0,"Novel90",0,"Novel90",1,1536,2,3,"(May 02 2014 15:53:12)",TRUE,TRUE,FALSE,2,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,1980
"AGMJL8K9OMU64",3,13560,6632,"May 02 2014","15:53:12",12,"Switch",1,"Novel34",0,"Novel34",0,4002,2,3,"(May 02 2014 15:53:12)",TRUE,TRUE,FALSE,2,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,4613
"AGMJL8K9OMU64",4,13565,6637,"May 02 2014","15:53:12",17,"Same",1,"Novel95",1,"Novel95",1,1268,2,3,"(May 02 2014 15:53:12)",TRUE,TRUE,FALSE,2,3,"Social",1,"km","eyescenter",-1,0,0,TRUE,3544
"AGNS0KZ91XTW0",0,13581,6653,"May 02 2014","18:58:48",13,"Switch",0,"Novel44",1,"Novel41",1,2477,2,2,"(May 02 2014 18:58:48)",FALSE,TRUE,TRUE,2,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,1101
"AGNS0KZ91XTW0",1,13582,6654,"May 02 2014","18:58:48",14,"Same",0,"Novel58",1,"Novel58",0,714,2,2,"(May 02 2014 18:58:48)",TRUE,TRUE,FALSE,2,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,1017
"AGNS0KZ91XTW0",2,13583,6655,"May 02 2014","18:58:48",15,"Switch",1,"Novel96",0,"Novel96",0,948,2,2,"(May 02 2014 18:58:48)",TRUE,TRUE,FALSE,2,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,916
"AGNS0KZ91XTW0",3,13584,6656,"May 02 2014","18:58:48",16,"Same",1,"Novel71",1,"Novel71",1,876,2,2,"(May 02 2014 18:58:48)",TRUE,TRUE,FALSE,2,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,790
"AGNS0KZ91XTW0",4,13585,6657,"May 02 2014","18:58:48",17,"Switch",1,"Novel56",1,"Novel77",0,831,2,2,"(May 02 2014 18:58:48)",FALSE,TRUE,FALSE,2,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,909
"AGNS0KZ91XTW0",5,13586,6658,"May 02 2014","18:58:48",18,"Same",1,"Novel91",0,"Novel91",0,588,2,2,"(May 02 2014 18:58:48)",TRUE,TRUE,FALSE,2,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,769
"AGNS0KZ91XTW0",6,13587,6659,"May 02 2014","18:58:48",19,"Switch",0,"Novel70",1,"Novel70",0,903,2,2,"(May 02 2014 18:58:48)",NA,TRUE,FALSE,2,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,445
"AGNS0KZ91XTW0",7,13588,6660,"May 02 2014","18:58:48",20,"Same",0,"Novel69",0,"Novel69",1,922,2,2,"(May 02 2014 18:58:48)",TRUE,TRUE,FALSE,2,7,"Social",1,"km","eyescenter",-1,0,0,TRUE,977
"AGP26015Q1QY2",1,18896,4148,"Mar 29 2014","01:54:35",8,"Same",0,"Novel75",0,"Novel52",0,24883,4,4,"(Mar 29 2014 01:54:35)",NA,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,12677
"AGP26015Q1QY2",2,18898,4150,"Mar 29 2014","01:54:35",10,"Switch",0,"Novel110",3,"Novel110",2,2465,4,4,"(Mar 29 2014 01:54:35)",TRUE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,10235
"AGP26015Q1QY2",3,18900,4152,"Mar 29 2014","01:54:35",12,"Same",1,"Novel2",3,"Novel106",1,10006,4,4,"(Mar 29 2014 01:54:35)",FALSE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,7401
"AGP26015Q1QY2",4,18902,4154,"Mar 29 2014","01:54:35",14,"Switch",1,"Novel66",3,"Novel66",3,1575,4,4,"(Mar 29 2014 01:54:35)",TRUE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,5446
"AGP26015Q1QY2",5,18904,4156,"Mar 29 2014","01:54:35",16,"Same",0,"Novel24",0,"Novel62",2,6330,4,4,"(Mar 29 2014 01:54:35)",FALSE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,10139
"AGP26015Q1QY2",6,18906,4158,"Mar 29 2014","01:54:35",18,"Switch",0,"Novel10",2,"Novel10",3,1390,4,4,"(Mar 29 2014 01:54:35)",TRUE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,3886
"AGQ12PTGHKMDU",0,6185,8713,"Aug 11 2013","17:44:54",9,"Switch",0,"Novel89",7,"Novel45",6,5731,8,3,"(Aug 11 2013 17:44:54)",FALSE,TRUE,TRUE,8,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGQ12PTGHKMDU",1,6186,8714,"Aug 11 2013","17:44:54",10,"Same",1,"Novel124",0,"Novel124",0,5833,8,3,"(Aug 11 2013 17:44:54)",TRUE,TRUE,FALSE,8,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGQ12PTGHKMDU",2,6187,8715,"Aug 11 2013","17:44:54",11,"Switch",0,"Novel28",5,"Novel57",5,2058,8,3,"(Aug 11 2013 17:44:54)",FALSE,TRUE,FALSE,8,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGQ12PTGHKMDU",3,6188,8716,"Aug 11 2013","17:44:54",12,"Same",1,"Novel15",7,"Novel15",7,2002,8,3,"(Aug 11 2013 17:44:54)",TRUE,TRUE,FALSE,8,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGQ12PTGHKMDU",4,6189,8717,"Aug 11 2013","17:44:54",17,"Switch",1,"Novel111",3,"Novel48",6,4589,8,3,"(Aug 11 2013 17:44:54)",FALSE,TRUE,FALSE,8,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGQ12PTGHKMDU",5,6190,8718,"Aug 11 2013","17:44:54",18,"Same",0,"Novel88",5,"Novel88",7,1858,8,3,"(Aug 11 2013 17:44:54)",TRUE,TRUE,FALSE,8,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGQ12PTGHKMDU",6,6191,8719,"Aug 11 2013","17:44:54",19,"Switch",1,"Novel46",4,"Novel29",7,3876,8,3,"(Aug 11 2013 17:44:54)",FALSE,TRUE,FALSE,8,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGQ12PTGHKMDU",7,6192,8720,"Aug 11 2013","17:44:54",20,"Same",0,"Novel12",4,"Novel12",5,2845,8,3,"(Aug 11 2013 17:44:54)",TRUE,TRUE,FALSE,8,3,"No-Social",1,"dy",NA,NA,NA,NA,NA,NA
"AGSIQ2XI3HZ0V",0,13594,6666,"May 01 2014","12:17:19",6,"Switch",0,"Novel69",0,"Novel69",1,3125,2,4,"(May 01 2014 12:17:19)",TRUE,TRUE,TRUE,2,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,2182
"AGSIQ2XI3HZ0V",1,13596,6668,"May 01 2014","12:17:19",8,"Same",1,"Novel55",1,"Novel55",1,2844,2,4,"(May 01 2014 12:17:19)",TRUE,TRUE,FALSE,2,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,3260
"AGSIQ2XI3HZ0V",2,13598,6670,"May 01 2014","12:17:19",10,"Switch",0,"Novel68",0,"Novel68",1,3348,2,4,"(May 01 2014 12:17:19)",TRUE,TRUE,FALSE,2,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,5665
"AGSIQ2XI3HZ0V",5,13604,6676,"May 01 2014","12:17:19",16,"Same",0,"Novel29",0,"Novel29",1,2793,2,4,"(May 01 2014 12:17:19)",TRUE,TRUE,FALSE,2,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,2267
"AGSIQ2XI3HZ0V",6,13606,6678,"May 01 2014","12:17:19",18,"Switch",1,"Novel94",1,"Novel94",1,1152,2,4,"(May 01 2014 12:17:19)",TRUE,TRUE,FALSE,2,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,2594
"AGSIQ2XI3HZ0V",7,13608,6680,"May 01 2014","12:17:19",20,"Same",0,"Novel26",1,"Novel26",0,467,2,4,"(May 01 2014 12:17:19)",NA,TRUE,FALSE,2,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,2041
"AGTV2SNFKXB11",0,40635,6727,"May 11 2014","11:41:35",7,"Same",1,"Novel44",7,"Novel44",7,3081,8,1,"(May 11 2014 11:41:35)",TRUE,TRUE,TRUE,8,1,"Social",1,"km","eyes_center",-1,0,0,TRUE,2812
"AGTV2SNFKXB11",1,40636,6728,"May 11 2014","11:41:35",8,"Switch",0,"Novel102",1,"Novel53",3,5201,8,1,"(May 11 2014 11:41:35)",FALSE,TRUE,FALSE,8,1,"Social",1,"km","eyes_center",-1,0,0,TRUE,3086
"AGTV2SNFKXB11",2,40639,6731,"May 11 2014","11:41:35",11,"Same",0,"Novel43",0,"Novel43",4,1004,8,1,"(May 11 2014 11:41:35)",TRUE,TRUE,FALSE,8,1,"Social",1,"km","eyes_center",-1,0,0,TRUE,1551
"AGTV2SNFKXB11",3,40640,6732,"May 11 2014","11:41:35",12,"Switch",0,"Novel81",0,"Novel23",0,5827,8,1,"(May 11 2014 11:41:35)",FALSE,TRUE,FALSE,8,1,"Social",1,"km","eyes_center",-1,0,0,TRUE,1574
"AGTV2SNFKXB11",4,40643,6735,"May 11 2014","11:41:35",15,"Same",0,"Novel118",6,"Novel118",4,1256,8,1,"(May 11 2014 11:41:35)",TRUE,TRUE,FALSE,8,1,"Social",1,"km","eyes_center",-1,0,0,TRUE,2773
"AGTV2SNFKXB11",5,40644,6736,"May 11 2014","11:41:35",16,"Switch",1,"Novel6",7,"Novel39",0,4134,8,1,"(May 11 2014 11:41:35)",FALSE,TRUE,FALSE,8,1,"Social",1,"km","eyes_center",-1,0,0,TRUE,1510
"AGTV2SNFKXB11",6,40647,6739,"May 11 2014","11:41:35",19,"Same",1,"Novel3",3,"Novel3",3,948,8,1,"(May 11 2014 11:41:35)",TRUE,TRUE,FALSE,8,1,"Social",1,"km","eyes_center",-1,0,0,TRUE,2187
"AGTV2SNFKXB11",7,40648,6740,"May 11 2014","11:41:35",20,"Switch",1,"Novel132",6,"Novel24",0,4603,8,1,"(May 11 2014 11:41:35)",FALSE,TRUE,FALSE,8,1,"Social",1,"km","eyes_center",-1,0,0,TRUE,1720
"AGXEPC5GG6JCE",0,33194,6866,"Apr 11 2014","04:37:58",6,"Same",0,"Novel17",0,"Novel17",5,2522,6,4,"(Apr 11 2014 04:37:58)",TRUE,TRUE,TRUE,6,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,4342
"AGXEPC5GG6JCE",1,33196,6868,"Apr 11 2014","04:37:58",8,"Switch",1,"Novel125",4,"Novel125",4,9041,6,4,"(Apr 11 2014 04:37:58)",TRUE,TRUE,FALSE,6,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,1210
"AGXEPC5GG6JCE",2,33198,6870,"Apr 11 2014","04:37:58",10,"Same",1,"Novel58",3,"Novel58",3,936,6,4,"(Apr 11 2014 04:37:58)",TRUE,TRUE,FALSE,6,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,1383
"AGXEPC5GG6JCE",3,33200,6872,"Apr 11 2014","04:37:58",12,"Switch",0,"Novel127",2,"Novel2",2,6235,6,4,"(Apr 11 2014 04:37:58)",FALSE,TRUE,FALSE,6,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,1476
"AGXEPC5GG6JCE",4,33202,6874,"Apr 11 2014","04:37:58",14,"Same",0,"Novel115",1,"Novel115",4,1052,6,4,"(Apr 11 2014 04:37:58)",TRUE,TRUE,FALSE,6,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,1392
"AGXEPC5GG6JCE",5,33204,6876,"Apr 11 2014","04:37:58",16,"Switch",0,"Novel36",3,"Novel124",1,8512,6,4,"(Apr 11 2014 04:37:58)",FALSE,TRUE,FALSE,6,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,2271
"AGXEPC5GG6JCE",6,33206,6878,"Apr 11 2014","04:37:58",18,"Same",1,"Novel108",0,"Novel108",0,1026,6,4,"(Apr 11 2014 04:37:58)",TRUE,TRUE,FALSE,6,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,2122
"AGXEPC5GG6JCE",7,33208,6880,"Apr 11 2014","04:37:58",20,"Switch",1,"Novel9",1,"Novel81",4,2461,6,4,"(Apr 11 2014 04:37:58)",FALSE,TRUE,FALSE,6,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,1502
"AH0ZG2TJNOHKA",2,18918,4170,"Mar 28 2014","18:19:30",10,"Same",1,"Novel101",3,"Novel101",3,1226,4,4,"(Mar 28 2014 18:19:30)",TRUE,TRUE,FALSE,4,0,"Social",1,"km","eyescenter",-1,0,0,TRUE,3130
